ID,Name,Category,Cooldown,Description
8810,Shadow Fang,Weaponskill,23,Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Spinning Edge</Color><br><Color(52258)>Combo Potency:</Color> 500<br><Color(52258)>Combo Bonus:</Color> Damage over time<br><Color(52258)>Potency:</Color> 250<br><Color(52258)>Duration:</Color> 18s<br><Color(52258)>Combo Bonus:</Color> Increases damage you deal target by 10%<br><Color(52258)>Duration:</Color> 18s<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Ninki Gauge</Color> by 10<br><br>?This action cannot be assigned to a hotbar.
8811,Throwing Dagger,Weaponskill,23,Delivers a ranged attack with a potency of 750.<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Ninki Gauge</Color> by 10
8812,Shukuchi,Ability,300,Move quickly to the specified location.<br>Cannot use when bound.
8813,Mug,Ability,30,Delivers an attack with a potency of 750.<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Ninki Gauge</Color> by 30<br><br>?Action changes to <Color(-34022)>Katon</Color> while under the effect of <Color(-154)>Three Mudra</Color>.
8814,Assassinate,Ability,600,"Delivers an attack with a potency of 1,000.<br>Potency increases the lower the target's HP.<br><Color(52258)>Hide Bonus:</Color> Damage over time<br><Color(52258)>Potency:</Color> 750<br><Color(52258)>Duration:</Color> 6s<br><Color(52258)>Hide Bonus:</Color> Increases target's damage taken by 10%<br><Color(52258)>Duration:</Color> 6s<br><br>?Action changes to <Color(-34022)>Raiton</Color> while under the effect of <Color(-154)>Three Mudra</Color>."
8815,Bhavacakra,Ability,400,"Delivers an attack with a potency of 3,000.<br><Color(52258)>Ninki Gauge Cost:</Color> 80"
8816,Three Mudra,Ability,5,Allows for immediate execution of any ninjutsu action.<br><Color(52258)>Duration:</Color> 5s<br><Color(52258)>Ninki Gauge Cost:</Color> 80<br>?Action changes to <Color(-34022)>Kakuremi</Color> while under the effect of <Color(-154)>Three Mudra</Color>.
8817,Katon,Ability,10,"Delivers fire damage to all enemies nearby with a potency of 1,000 for the first enemy, 25% less for the second, 50% less for the third, and 75% less for all remaining enemies.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Heavy</Color> +25%<br><Color(52258)>Duration:</Color> 4s<br><Color(52258)>Additional Effect:</Color> Resets <Color(-34022)>Shukuchi</Color> recast timer<br>Can only be executed while under the effect of <Color(-154)>Three Mudra</Color>.<br><br>?This action cannot be assigned to a hotbar."
8818,Hyoton,Ability,10,"Delivers ice damage with a potency of 1,000.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Bind</Color><br><Color(52258)>Duration:</Color> 5s<br><Color(52258)>Additional Effect:</Color> Resets <Color(-34022)>Shukuchi</Color> recast timer<br>Can only be executed while under the effect of <Color(-154)>Three Mudra</Color>.<br><br>?This action cannot be assigned to a hotbar."
8819,Raiton,Ability,10,"Delivers lightning damage with a potency of 2,000.<br><Color(52258)>Additional Effect:</Color> Resets <Color(-34022)>Shukuchi</Color> recast timer<br>Can only be executed while under the effect of <Color(-154)>Three Mudra</Color>.<br><br>?This action cannot be assigned to a hotbar."
8820,Kakuremi,Ability,10,"Grants the effect of <Color(-154)>Kakuremi</Color>.<br><Color(52258)>Duration:</Color> 5s<br>If not attacked before the effect expires, <Color(-154)>Kakuremi</Color> will change to <Color(-154)>Hidden</Color>.<br><Color(52258)>Duration:</Color> 15s<br>Can only be executed while under the effect of <Color(-154)>Three Mudra</Color>.<br><br>?This action cannot be assigned to a hotbar."
8821,Hakaze,Weaponskill,23,Delivers an attack with a potency of 750.<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Kenki Gauge</Color> by 5<br><br>?This action cannot be assigned to a hotbar.
8822,Jinpu,Weaponskill,23,"Delivers an attack with a potency of 1,000.<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Kenki Gauge</Color> by 5<br><br>?This action cannot be assigned to a hotbar."
8823,Shifu,Weaponskill,23,"Delivers an attack with a potency of 1,000.<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Kenki Gauge</Color> by 5<br><br>?This action cannot be assigned to a hotbar."
8824,Yukikaze,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Hakaze</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Combo Bonus:</Color> Increases damage you deal target by 10%<br><Color(52258)>Duration:</Color> 18s<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Kenki Gauge</Color> by 10 and grants <Color(-154)>Setsu</Color><br><br>?This action cannot be assigned to a hotbar."
8825,Gekko,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Jinpu</Color><br><Color(52258)>Combo Potency:</Color> 1,500<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Kenki Gauge</Color> by 10 and grants <Color(-154)>Getsu</Color><br><br>?This action cannot be assigned to a hotbar."
8826,Kasha,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Shifu</Color><br><Color(52258)>Combo Potency:</Color> 1,500<br><Color(52258)>Combo Bonus:</Color> Increases <Color(-34022)>Kenki Gauge</Color> by 10 and grants <Color(-154)>Ka</Color><br><br>?This action cannot be assigned to a hotbar."
8827,Enpi,Weaponskill,23,Delivers an attack with a potency of 750.<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Kenki Gauge</Color> by 10
8828,Iaijutsu,Weaponskill,23,Executes a weaponskill depending on current number of <Color(-154)>Sen</Color> stored in <Color(-34022)>Sen Gauge</Color>.<br><Color(52258)>1 Sen:</Color> <Color(-34022)>Higanbana</Color><br><Color(52258)>2 Sen:</Color> <Color(-34022)>Tenka Goken</Color><br><Color(52258)>3 Sen:</Color> <Color(-34022)>Midare Setsugekka</Color>
8829,Higanbana,Weaponskill,23,"Delivers an attack with a potency of 1,000.<br><Color(52258)>Additional Effect:</Color> Damage over time<br><Color(52258)>Potency:</Color> 250<br><Color(52258)>Duration:</Color> 30s<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Kenki Gauge</Color> by 50 if target is KO'd before effect expires<br><br>?This action cannot be assigned to a hotbar."
8830,Tenka Goken,Weaponskill,23,"Delivers an attack to all enemies in a cone before you with a potency of 1,500 for the first enemy, 25% less for the second, 50% less for the third, and 75% less for all remaining enemies.<br><Color(52258)>Additional Effect:</Color> 6-yalm knockback<br><br>?This action cannot be assigned to a hotbar."
8831,Midare Setsugekka,Weaponskill,23,"Delivers an attack with a potency of 3,500.<br><br>?This action cannot be assigned to a hotbar."
8832,Hissatsu: Shinten,Ability,10,"Delivers an attack with a potency of 1,500.<br><Color(52258)>Kenki Gauge Cost:</Color> 25"
8833,Meikyo Shisui,Ability,10,Execute a combo without meeting combo prerequisites.<br><Color(52258)>Duration: </Color>5s
8834,Heavy Shot,Weaponskill,23,Delivers an attack with a potency of 500.<br><Color(52258)>Minuet/Paeon Additional Effect:</Color> Grants <Color(-154)>Repertoire</Color> if used on target suffering from a <Color(-154)>Caustic Bite</Color> effect inflicted by you<br><br>?This action cannot be assigned to a hotbar.
8835,Straight Shot,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Heavy Shot</Color><br><Color(52258)>Combo Potency:</Color> 1,000<br><Color(52258)>Minuet/Paeon Additional Effect:</Color> Grants <Color(-154)>Repertoire</Color> if used on target suffering from a <Color(-154)>Stormbite</Color> effect inflicted by you<br><br>?This action cannot be assigned to a hotbar."
8836,Caustic Bite,Weaponskill,23,Delivers an attack with a potency of 250.<br><Color(52258)>Additional Effect:</Color> <Color(-154)>Poison</Color><br><Color(52258)>Potency:</Color> 250<br><Color(52258)>Duration:</Color> 15s<br><br>?This action cannot be assigned to a hotbar.
8837,Stormbite,Weaponskill,23,Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Caustic Bite</Color><br><Color(52258)>Combo Potency:</Color> 500<br><Color(52258)>Additional Effect:</Color> Wind damage over time<br><Color(52258)>Potency:</Color> 200<br><Color(52258)>Duration:</Color> 15s<br><br>?This action cannot be assigned to a hotbar.
8838,Empyreal Arrow,Weaponskill,50,"Delivers an attack with a potency of 1,000."
8839,Repelling Shot,Ability,100,Delivers an attack with a potency of 500.<br><Color(52258)>Additional Effect:</Color> 10-yalm backstep<br>Cannot be executed while bound.
8841,Sidewinder,Ability,300,"Delivers an attack with a potency of 250.<br><Color(52258)>Additional Effect:</Color> If the target is suffering from a <Color(-154)>Caustic Bite</Color> or <Color(-154)>Stormbite</Color> effect inflicted by you, <Color(-34022)>Sidewinder</Color> potency is increased to 750 for one effect, or 1,250 for both"
8842,Pitch Perfect,Ability,30,"Delivers an attack with a potency of 500 when <Color(-154)>Repertoire</Color> stack is 1, 1,250 when <Color(-154)>Repertoire</Color> stack is 2, and 2,000 when <Color(-154)>Repertoire</Color> stack is 3.<br>Can only be executed when the <Color(-154)>Wanderer's Minuet</Color> is active.<br><br>?This action cannot be assigned to a hotbar."
8843,The Wanderer's Minuet,Ability,250,Deals unaspected damage with a potency of 500.<br><Color(52258)>Additional Effect:</Color> Allows accumulation of up to 3 <Color(-154)>Repertoire</Color><br><Color(52258)>Duration:</Color> 30s<br><Color(52258)>Repertoire Effect:</Color> Allows execution of <Color(-34022)>Pitch Perfect</Color><br><br>?Action changes to <Color(-34022)>Army's Paeon</Color> upon execution.
8844,Army's Paeon,Ability,250,Deals unaspected damage with a potency of 500.<br><Color(52258)>Additional Effect:</Color> Allows accumulation of up to 4 <Color(-154)>Repertoire</Color><br><Color(52258)>Duration:</Color> 30s<br><Color(52258)>Repertoire Effect:</Color> Increases damage dealt by 5% and reduces weaponskill cast time and recast time by 5%<br><br>?This action cannot be assigned to a hotbar.
8845,Split Shot,Weaponskill,23,Delivers an attack with a potency of 750.<br><Color(52258)>Gauss Barrel Effect:</Color> Increases <Color(-34022)>Heat Gauge</Color> by 5<br><br>?Action changes to <Color(-34022)>Heated Split Shot</Color> when executed while a <Color(-154)>Gauss Barrel</Color> is attached and the <Color(-34022)>Heat Gauge</Color> is 50 or higher.<br>?This action cannot be assigned to a hotbar.
8846,Slug Shot,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Split Shot</Color> or <Color(-34022)>Heated Split Shot</Color><br><Color(52258)>Combo Potency:</Color> 1,000<br><Color(52258)>Gauss Barrel Effect:</Color> Increases <Color(-34022)>Heat Gauge</Color> by 5<br><br>?Action changes to <Color(-34022)>Heated Slug Shot</Color> when executed while a <Color(-154)>Gauss Barrel</Color> is attached and the <Color(-34022)>Heat Gauge</Color> is 50 or higher.<br>?This action cannot be assigned to a hotbar."
8847,Clean Shot,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Slug Shot</Color> or <Color(-34022)>Heated Slug Shot</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Gauss Barrel Effect:</Color> Increases <Color(-34022)>Heat Gauge</Color> by 5<br><br>?Action changes to <Color(-34022)>Heated Clean Shot</Color> when executed while a <Color(-154)>Gauss Barrel</Color> is attached and the <Color(-34022)>Heat Gauge</Color> is 50 or higher.<br>?This action cannot be assigned to a hotbar."
8848,Heated Split Shot,Weaponskill,23,"Delivers an attack with a potency of 1,000.<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Heat Gauge</Color> by 10<br>Can only be executed with a <Color(-154)>Gauss Barrel</Color> attached and while your <Color(-34022)>Heat Gauge</Color> is 50 or higher.<br><br>?This action cannot be assigned to a hotbar."
8849,Heated Slug Shot,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Split Shot</Color> or <Color(-34022)>Heated Split Shot</Color><br><Color(52258)>Combo Potency:</Color> 1,250<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Heat Gauge</Color> by 10<br>Can only be executed with a <Color(-154)>Gauss Barrel</Color> attached and while your <Color(-34022)>Heat Gauge</Color> is 50 or higher.<br><br>?This action cannot be assigned to a hotbar."
8850,Heated Clean Shot,Weaponskill,23,"Delivers an attack to target.<br><Color(52258)>Combo Action:</Color> <Color(-34022)>Slug Shot</Color> or <Color(-34022)>Heated Slug Shot</Color><br><Color(52258)>Combo Potency:</Color> 1,500<br><Color(52258)>Additional Effect:</Color> Increases <Color(-34022)>Heat Gauge</Color> by 10<br>Can only be executed with a <Color(-154)>Gauss Barrel</Color> attached and while your <Color(-34022)>Heat Gauge</Color> is 50 or higher.<br><br>?This action cannot be assigned to a hotbar."
8851,Cooldown,Weaponskill,23,"Delivers an attack with a potency of 1,000.<br><Color(52258)>Additional Effect:</Color> Reduces <Color(-34022)>Heat Gauge</Color> by 25<br>Can only be executed with a <Color(-154)>Gauss Barrel</Color> attached and while your <Color(-34022)>Heat Gauge</Color> is 50 or higher.<br><br>?This action cannot be assigned to a hotbar."
8853,Blank,Ability,100,Delivers an attack with a potency of 500.<br><Color(52258)>Additional Effect:</Color> 15-yalm knockback
8854,Leg Graze,Ability,300,Inflicts target with <Color(-154)>Heavy</Color> +25%.<br><Color(52258)>Duration:</Color> 5s
8855,Wildfire,Ability,300,"Covers target's body in a slow-burning pitch. For the next 7 seconds, 25% of most damage you inflict upon the target is compiled, then dealt at the end of the effect's duration."
8856,Gauss Barrel,Ability,100,"Equips your current firearm with a gauss barrel, increasing damage dealt by 10%. While barrel is equipped, your weapon's <Color(-34022)>Heat Gauge</Color> will increase each time a weaponskill is executed. When the <Color(-34022)>Heat Gauge</Color> reaches 100%, your weapon will become <Color(-154)>Overheated</Color> and damage dealt will be increased by 10%.<br><Color(52258)>Duration:</Color> 10s<br><Color(-154)>Gauss Barrel</Color> effect ends automatically once weapon is no longer <Color(-154)>Overheated</Color> and cannot be applied again for 10s.<br><br>?Action changes to <Color(-34022)>Stun Gun</Color> when executed while a <Color(-154)>Gauss Barrel</Color> is attached."
8858,Fire,Spell,23,"Deals fire damage with a potency of 1,250.<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Astral Fire</Color>, increasing damage dealt by 10%<br><Color(52258)>Duration:</Color> 15s<br>Spell has no casting time if executed while under the effect of <Color(-154)>Umbral Ice</Color>."
8859,Blizzard,Spell,23,"Deals ice damage with a potency of 750.<br><Color(52258)>Additional Effect:</Color> Restores 1,000 MP<br><Color(52258)>Additional Effect:</Color> Grants <Color(-154)>Umbral Ice</Color>, reducing spell cast and recast times by 10%<br><Color(52258)>Duration:</Color> 15s<br>Spell has no casting time if executed while under the effect of <Color(-154)>Astral Fire</Color>."
